タレント名,知名度％,知名度,人気度％,人気度,ドラマ関心度（シリアス）％,ドラマ関心度（シリアス）,ドラマ関心度（コメディ）％,ドラマ関心度（コメディ）,バラエティ関心度％,バラエティ関心度,映画関心度（シリアス）％,映画関心度（シリアス）,映画関心度（コメディ）％,映画関心度（コメディ）,雑誌関心度％,雑誌関心度,CM総合,有効回答者数,有効回答者数（20代）,有効回答者数（30代）,有効回答者数（40代）,有効回答者数（50代）
アンタッチャブル(芸人コンビ),50.51546,1.649484536,65.30612,2.897959184,20.408163,1.489795918,26.530611,1.755102041,59.183674,2.489795918,14.285715,1.204081633,18.367348,1.306122449,12.244898,1.163265306,16.734694,97,23,23,24,27
相葉雅紀(あいばまさき)(俳優/アーティスト)(元ARASHI),72.34042,2.063829787,47.058823,2.514705882,16.176472,1.544117647,17.647058,1.558823529,30.882353,1.867647059,7.3529415,1.25,5.882353,1.176470588,14.705883,1.352941176,14.117648,94,18,26,26,24
博多華丸(はかたはなまる)(芸人/俳優)(博多華丸大吉),53.16456,1.658227848,64.28571,2.833333333,21.428572,1.69047619,30.952381,1.80952381,42.857143,2.19047619,14.285715,1.380952381,11.904762,1.333333333,9.523809,1.30952381,18.809526,79,13,20,25,21
山田涼介(やまだりょうすけ)(俳優/アーティスト)(Hey! Say! JUMP),44.04762,1.5,64.86486,2.756756757,43.243244,2.162162162,43.243244,2.162162162,51.35135,2.324324324,10.810811,1.432432432,18.918919,1.513513514,13.513513,1.486486486,19.729729,84,17,23,21,22
仲里依紗(なかりいさ)(俳優),45.16129,1.430107527,50,2.571428571,30.952381,2.214285714,33.333336,2.285714286,38.095238,2.285714286,21.428572,1.880952381,19.047619,1.928571429,21.428572,1.928571429,20.714287,93,19,22,20,30
櫻井翔(さくらいしょう)(歌手/俳優)(元ARASHI),75.24753,2.138613861,38.157894,2.381578947,21.052631,1.802631579,17.105263,1.684210526,25,1.842105263,9.210526,1.236842105,6.5789475,1.236842105,10.526316,1.184210526,13.55263,101,23,24,25,29
Perfume(ぱひゅーむ)(アーティスト),41.935482,1.559139785,53.846157,2.692307692,23.076923,1.871794872,20.512821,1.820512821,35.897438,2.102564103,10.256411,1.461538462,10.256411,1.41025641,20.512821,1.871794872,21.53846,93,19,22,20,30
タカ(芸人)(タカアンドトシ),65.822784,2.012658228,48.076923,2.615384615,11.538462,1.480769231,19.23077,1.615384615,38.46154,2.076923077,5.769231,1.076923077,9.615385,1.076923077,7.692308,1.076923077,10,79,17,16,22,24
TOKIO(ときお)(アーティスト),74.117645,2.094117647,39.68254,2.444444444,25.396828,1.587301587,23.809525,1.619047619,34.920635,1.841269841,4.7619047,1.158730159,6.349207,1.142857143,15.873016,1.333333333,12.539683,85,17,20,26,22
大沢たかお(おおさわたかお)(俳優),41.772152,1.443037975,48.484848,2.666666667,39.39394,2.363636364,24.242424,2.181818182,27.272728,2.03030303,21.212122,1.909090909,12.121212,1.727272727,15.151516,1.757575758,15.454547,79,13,20,25,21
GACKT(がくと)(歌手),74.44444,2.133333333,41.791046,2.373134328,16.41791,1.597014925,19.402985,1.582089552,29.850746,1.850746269,8.955224,1.23880597,8.955224,1.223880597,10.447762,1.28358209,12.83582,90,17,22,24,27
バカリズム(芸人),59.375,1.791666667,52.63158,2.649122807,26.31579,1.736842105,29.82456,1.789473684,47.368423,2.263157895,14.035088,1.298245614,15.789473,1.315789474,7.017544,1.01754386,10.175439,96,22,22,27,24
BTS(びーてぃーえす)(アーティスト),18.82353,1.094117647,50,2.9375,37.5,2.375,37.5,2.4375,37.5,2.5625,31.25,1.9375,18.75,1.8125,37.5,2.4375,25.625,85,17,22,23,23
渡辺直美(わたなべなおみ)(芸人),63,1.8,42.857143,2.523809524,15.873016,1.587301587,20.63492,1.682539683,34.920635,2.031746032,7.936508,1.412698413,7.936508,1.365079365,17.460318,1.507936508,16.031746,100,21,23,24,31
タカアンドトシ(芸人コンビ),67.02127,1.936170213,52.380955,2.603174603,14.285715,1.476190476,20.63492,1.555555556,39.68254,2.063492063,9.523809,1.158730159,9.523809,1.19047619,7.936508,1.158730159,10.476191,94,18,25,24,27
藤井隆(ふじいたかし)(芸人),51.19048,1.583333333,48.837208,2.697674419,25.581396,1.906976744,30.232557,1.976744186,46.51163,2.23255814,6.9767447,1.465116279,11.627908,1.534883721,2.3255813,1.302325581,12.790697,84,18,21,22,23
ネプチューン(芸人トリオ),62.5,1.932692308,40,2.461538462,15.384616,1.523076923,23.076923,1.661538462,35.384617,2.107692308,9.230769,1.292307692,10.769231,1.369230769,10.769231,1.230769231,11.384615,104,25,26,23,30
玉木宏(たまきひろし)(俳優),39.784946,1.387096774,67.567566,2.756756757,29.72973,2.135135135,37.837837,2.189189189,37.837837,2.027027027,10.810811,1.756756757,18.918919,1.810810811,24.324326,1.810810811,16.486486,93,20,24,27,22
江口洋介(えぐちようすけ)(俳優),58.62069,1.747126437,45.098038,2.588235294,35.294117,2.039215686,25.490198,1.784313725,29.411766,1.823529412,23.529411,1.529411765,21.568628,1.509803922,11.764706,1.31372549,14.313726,87,21,18,23,25
観月ありさ(みづきありさ)(俳優),63,1.89,44.444447,2.53968254,25.396828,1.825396825,26.984129,1.825396825,26.984129,1.80952381,7.936508,1.26984127,11.111112,1.253968254,9.523809,1.285714286,12.222222,100,19,22,28,31
横浜流星(よこはまりゅうせい)(俳優),34.482758,1.275862069,63.333332,2.9,46.666668,2.266666667,46.666668,2.166666667,40,2.133333333,30.000002,1.833333333,20,1.633333333,33.333336,1.933333333,26,87,19,19,24,25
松重豊(まつしげゆたか)(俳優),31.764708,1.164705882,74.07407,3.111111111,55.555557,2.481481481,59.25926,2.518518519,59.25926,2.592592593,29.62963,1.740740741,22.222223,1.666666667,14.814815,1.37037037,22.222225,85,17,20,26,22
ハリセンボン(芸人コンビ),61.290325,1.870967742,50.877197,2.649122807,14.035088,1.403508772,21.052631,1.614035088,40.35088,2.245614035,7.017544,1.035087719,8.77193,1.087719298,10.526316,1.140350877,11.403508,93,16,22,27,28
米津玄師(よねづけんし)(歌手),38.88889,1.518518519,59.523808,2.976190476,26.190477,1.80952381,16.666668,1.642857143,40.476192,1.976190476,11.904762,1.30952381,2.3809524,1.142857143,14.285715,1.571428571,13.09524,108,24,20,37,26
常盤貴子(ときわたかこ)(俳優),39.215687,1.421568627,57.5,2.775,40,2.2,32.5,2.075,35,2.1,15.000001,1.525,17.5,1.525,12.5,1.675,16.5,102,23,25,25,27
上田晋也(うえだしんや)(芸人)(くりぃむしちゅー),60.638298,1.914893617,45.614033,2.473684211,15.789473,1.50877193,22.807016,1.631578947,38.59649,2.105263158,8.77193,1.263157895,7.017544,1.228070175,7.017544,1.245614035,11.228069,94,22,19,27,25
竹内まりや(たけうちまりや)(歌手),34.02062,1.381443299,60.606064,2.878787879,33.333336,1.96969697,33.333336,1.96969697,39.39394,2.151515152,24.242424,1.606060606,18.181818,1.424242424,24.242424,1.696969697,21.515156,97,23,23,24,27
狩野英孝(かのえいこう)(芸人),64.63415,1.829268293,47.16981,2.509433962,13.207547,1.547169811,16.981133,1.528301887,41.509434,2.075471698,9.433963,1.283018868,13.207547,1.339622642,15.094339,1.41509434,15.094339,82,16,17,27,22
山田裕貴(やまだゆうき)(俳優),28.767124,1.136986301,76.190475,2.952380952,57.14286,2.476190476,52.380955,2.428571429,47.61905,2.380952381,28.57143,1.857142857,23.809525,1.80952381,28.57143,2,27.61905,73,14,13,19,26
なかやまきんに君(なかやまきんにくん)(芸人),61.05263,1.852631579,51.724136,2.655172414,15.517241,1.655172414,13.793103,1.534482759,24.13793,1.793103448,8.620689,1.24137931,6.8965516,1.224137931,8.620689,1.293103448,11.896551,95,22,23,25,25
北村匠海(きたむらたくみ)(俳優)(DISH//),45,1.44,53.333336,2.688888889,40,2.177777778,28.88889,2.111111111,31.111113,2.088888889,26.666668,1.733333333,17.777779,1.666666667,17.777779,1.577777778,16.444445,100,25,22,23,30
向井理(むかいおさむ)(俳優),55.31915,1.70212766,48.076923,2.538461538,34.615387,2,34.615387,2.019230769,26.923079,1.807692308,13.461539,1.461538462,13.461539,1.403846154,17.307693,1.480769231,15.576924,94,20,23,25,26
児嶋一哉(こじまかずや)(芸人)(アンジャッシュ),55.05618,1.696629213,55.10204,2.632653061,24.489796,1.714285714,24.489796,1.775510204,46.938778,2.204081633,12.244898,1.346938776,8.163265,1.326530612,8.163265,1.224489796,14.081633,89,19,21,26,23
宮沢りえ(みやざわりえ)(俳優),56.701027,1.731958763,40,2.454545455,40,2.018181818,32.727272,1.909090909,30.909092,1.872727273,18.181818,1.490909091,10.909091,1.345454545,21.818182,1.581818182,15.454546,97,23,23,24,27
大久保佳代子(おおくぼかよこ)(芸人)(オアシズ),68.75,1.975,45.454548,2.545454545,9.090909,1.290909091,9.090909,1.327272727,41.81818,2.127272727,7.272727,1.181818182,9.090909,1.2,7.272727,1.145454545,8.181817,80,18,17,21,24
ノブ(芸人)(千鳥),62.650604,1.831325301,57.692307,2.692307692,21.153847,1.403846154,25,1.576923077,48.076923,2.230769231,7.692308,1,17.307693,1.134615385,11.538462,1.096153846,18.26923,83,19,19,19,26
博多大吉(はかただいきち)(芸人/俳優)(博多華丸・大吉),55.78948,1.778947368,54.71698,2.716981132,16.981133,1.528301887,20.754717,1.58490566,45.28302,2.188679245,7.5471697,1.150943396,7.5471697,1.169811321,5.6603775,1.094339623,12.075471,95,19,25,26,24
大悟(だいご)(芸人)(千鳥),59.375,1.760416667,63.15789,2.754385965,17.54386,1.456140351,22.807016,1.438596491,49.122807,2.157894737,10.526316,1.105263158,14.035088,1.157894737,14.035088,1.228070175,17.719297,96,24,24,23,25
安達祐実(あだちゆみ)(俳優),72.82609,2.054347826,32.83582,2.358208955,28.35821,1.76119403,20.895523,1.656716418,25.373135,1.626865672,11.940298,1.313432836,7.4626865,1.23880597,13.432837,1.358208955,11.044776,92,17,25,26,24
中川翔子(なかがわしょうこ)(タレント/歌手),79,2.03,41.772152,2.506329114,10.126582,1.265822785,16.455696,1.481012658,31.645569,1.911392405,6.329114,1.126582278,5.063291,1.139240506,11.392405,1.265822785,13.29114,100,25,22,23,30
春日俊彰(かすがとしあき)(芸人)(オードリー),68,1.88,44.11765,2.558823529,11.764706,1.367647059,20.588236,1.529411765,41.17647,2.102941176,8.823529,1.25,8.823529,1.279411765,11.764706,1.176470588,13.235295,100,25,23,26,26
大塚寧々(おおつかねね)(俳優),35.955055,1.325842697,68.75,2.84375,50,2.375,37.5,2.125,25,1.9375,15.625,1.78125,15.625,1.5625,21.875,1.75,24.6875,89,19,21,26,23
山崎弘也(やまざきひろなり)(芸人)(アンタッチャブル),57.83132,1.686746988,56.25,2.75,22.916668,1.625,27.083334,1.583333333,39.583336,2.1875,10.416666,1.125,18.75,1.3125,12.5,1.166666667,13.958334,83,19,19,19,26
小松菜奈(こまつなな)(俳優),31.958761,1.195876289,61.290325,2.935483871,41.935482,2.258064516,35.48387,2.161290323,32.258064,2.064516129,29.032257,1.870967742,32.258064,1.935483871,32.258064,1.967741935,23.548386,97,24,24,26,23
安藤サクラ(あんどうさくら)(俳優),28.260868,1.086956522,80.769226,3.192307692,61.538464,2.653846154,50,2.423076923,50,2.384615385,30.769232,1.807692308,26.923079,1.653846154,11.538462,1.576923077,14.230771,92,19,24,26,23
藤岡弘、(ふじおかひろし、)(俳優),66.66667,1.833333333,36.53846,2.384615385,19.23077,1.807692308,17.307693,1.769230769,30.769232,1.961538462,15.384616,1.461538462,9.615385,1.403846154,7.692308,1.346153846,10,78,15,17,21,25
佐々木蔵之介(ささきくらのすけ)(俳優),44.660194,1.495145631,60.869564,2.739130435,36.95652,2.260869565,34.782608,2.173913043,28.260868,1.913043478,6.521739,1.543478261,2.173913,1.434782609,8.695652,1.347826087,9.130434,103,23,25,24,30
松岡修造(まつおかしゅうぞう)(元テニスプレーヤー),86.36364,2.181818182,39.473686,2.447368421,14.473684,1.328947368,15.789473,1.342105263,31.578945,1.894736842,6.5789475,1.026315789,11.842106,1.092105263,7.8947363,1.052631579,13.157893,88,16,21,27,24
山口智子(やまぐちともこ)(俳優),43.18182,1.409090909,65.789474,2.921052632,34.210526,2.052631579,31.578945,2.131578947,28.947369,2,15.789473,1.394736842,7.8947363,1.263157895,13.157895,1.5,18.421053,88,19,20,22,27
吉岡里帆(よしおかりほ)(俳優),31.25,1.270833333,60.000004,2.833333333,33.333336,2.166666667,33.333336,2.133333333,26.666668,2.066666667,20,1.833333333,16.666668,1.733333333,30.000002,1.9,21.333336,96,21,23,25,27
山﨑賢人(やまざきけんと)(俳優),42.857143,1.464285714,50,2.611111111,41.666664,2.138888889,41.666664,2.027777778,27.777779,1.888888889,27.777779,1.722222222,22.222223,1.638888889,27.777779,1.777777778,21.944445,84,16,19,25,24
バイきんぐ(芸人コンビ),44.144146,1.468468468,55.10204,2.714285714,16.32653,1.571428571,22.448978,1.795918367,63.265305,2.632653061,10.204082,1.428571429,16.32653,1.551020408,12.244898,1.306122449,20.000002,111,29,28,25,29
南原清隆(なんばらきよたか)(芸人)(ウッチャンナンチャン),70.652176,2.010869565,40,2.507692308,12.307693,1.492307692,16.923077,1.538461538,32.307693,1.861538462,6.1538463,1.123076923,9.230769,1.169230769,6.1538463,1.092307692,7.3846154,92,19,24,26,23
中井貴一(なかいきいち)(俳優),58.749996,1.775,46.80851,2.553191489,36.17021,1.936170213,29.787233,1.893617021,25.531916,1.617021277,17.021276,1.446808511,8.510638,1.340425532,12.765958,1.319148936,14.468084,80,18,16,23,23
椎名桔平(しいなきっぺい)(俳優),40.697674,1.430232558,57.14286,2.8,48.57143,2.457142857,31.428572,2.142857143,22.857143,1.857142857,20,1.571428571,14.285715,1.428571429,14.285715,1.4,17.714285,86,17,20,21,28
若林正恭(わかばやしまさやす)(芸人)(オードリー),68.085106,1.840425532,43.75,2.484375,18.75,1.65625,17.1875,1.625,39.0625,2.09375,3.125,1.28125,7.8125,1.421875,3.125,1.09375,10.46875,94,20,23,22,28
有吉弘行(ありよしひろいき)(芸人),84.53608,2.412371134,35.365852,2.243902439,10.97561,1.304878049,12.195122,1.353658537,36.585365,2,2.4390242,0.902439024,7.317073,1.048780488,3.6585364,0.914634146,9.268293,97,19,25,26,27
飯尾和樹(いいおかずき)(芸人)(ずん),41.346153,1.336538462,69.76744,2.930232558,41.860466,2,41.860466,2.11627907,53.488373,2.488372093,11.627908,1.302325581,18.60465,1.465116279,9.302325,1.255813953,16.046513,104,25,24,27,28
要潤(かなめじゅん)(俳優),45,1.55,55.555557,2.666666667,30.555555,2.111111111,30.555555,1.972222222,36.11111,1.916666667,19.444445,1.472222222,11.111112,1.388888889,16.666668,1.416666667,15.833334,80,18,16,23,23
ゆず(アーティスト),54.45545,1.752475248,58.181816,2.709090909,9.090909,1.509090909,14.545454,1.563636364,23.636364,1.818181818,9.090909,1.272727273,3.6363635,1.2,12.727272,1.327272727,12.545454,101,20,30,25,26
星野源(ほしのげん)(歌手),64.64646,1.909090909,31.25,2.3125,18.75,1.71875,25,1.84375,28.125,1.890625,9.375,1.421875,10.9375,1.421875,6.25,1.265625,9.6875,99,21,24,26,28
木村カエラ(きむらかえら)(歌手),41.935482,1.548387097,56.41026,2.717948718,17.948719,1.692307692,20.512821,1.820512821,33.333336,2.025641026,10.256411,1.153846154,10.256411,1.179487179,30.769232,1.717948718,18.461538,93,16,22,27,28
Mr.Children(みすたーちるどれん)(アーティスト),46.590908,1.704545455,60.975613,2.804878049,21.95122,1.536585366,17.073172,1.243902439,31.707317,1.780487805,14.634146,1.292682927,9.756097,1.12195122,19.512194,1.487804878,16.585365,88,20,21,26,21
松本潤(まつもとじゅん)(俳優/アーティスト)(元ARASHI),79.31035,2.126436782,28.985506,2.217391304,27.536232,1.724637681,20.289854,1.652173913,23.188406,1.68115942,17.391304,1.304347826,14.492753,1.289855072,13.043478,1.275362319,13.768117,87,21,18,23,25
夏木マリ(なつきまり)(俳優),44.444447,1.407407407,52.77778,2.75,47.22222,2.333333333,41.666664,2.25,33.333336,2.055555556,13.888889,1.472222222,13.888889,1.472222222,16.666668,1.416666667,14.166667,81,16,18,21,25
ダチョウ倶楽部(だちょうくらぶ)(芸人トリオ),69.79167,2.052083333,37.31343,2.447761194,16.41791,1.388059701,20.895523,1.52238806,29.850746,1.776119403,8.955224,1.164179104,13.432837,1.343283582,7.4626865,1.089552239,10.149254,96,18,24,27,27
aiko(あいこ)(歌手),61.643833,1.876712329,48.88889,2.6,8.888889,1.244444444,11.111112,1.266666667,37.77778,1.866666667,6.666667,1.066666667,11.111112,1.088888889,22.222223,1.533333333,19.333332,73,14,13,19,26
木村佳乃(きむらよしの)(俳優),40.50633,1.455696203,59.375,2.6875,34.375,2.09375,31.25,2.03125,37.5,2.125,12.5,1.53125,9.375,1.4375,6.25,1.46875,16.5625,79,15,18,25,21
佐藤浩市(さとうこういち)(俳優),50.602413,1.554216867,50,2.523809524,40.476192,2.023809524,35.714287,2.047619048,28.57143,1.80952381,28.57143,1.714285714,19.047619,1.642857143,14.285715,1.571428571,14.761905,83,16,21,24,22
妻夫木聡(つまぶきさとし)(俳優),51.02041,1.663265306,56,2.7,30.000002,1.9,32,1.94,28,1.86,8,1.28,6,1.3,6,1.12,9.4,98,20,23,25,30
日向坂46(ひなたざかふぉーてぃーしっくす)(アイドルグループ),11.956522,1.043478261,72.72727,3,45.454548,2.272727273,54.545456,2.272727273,54.545456,2.272727273,45.454548,2.272727273,36.363636,2,36.363636,2.181818182,36.36364,92,19,24,26,23
陣内智則(じんないとものり)(芸人),71.276596,1.989361702,40.298508,2.373134328,11.940298,1.343283582,20.895523,1.52238806,37.31343,2.059701493,7.4626865,1.134328358,8.955224,1.149253731,7.4626865,1.23880597,13.582089,94,25,19,25,25
津田健次郎(つだけんじろう)(声優／俳優),32.692307,1.009615385,85.29411,3.264705882,50,2.441176471,38.235294,2.235294118,47.058823,2.352941176,17.647058,1.882352941,14.705883,1.794117647,20.588236,1.882352941,17.35294,104,25,26,23,30
菊池風磨(きくちふうま)(俳優/アーティスト)(timelesz（元Sexy Zone）),32.692307,1.211538462,55.88235,2.705882353,35.294117,2.235294118,38.235294,2.294117647,50,2.558823529,26.470589,1.735294118,23.529411,1.823529412,20.588236,1.852941176,21.47059,104,23,25,27,29
木村拓哉(きむらたくや)(俳優/アーティスト)(元SMAP),97.05882,2.607843137,26.262627,1.96969697,20.20202,1.575757576,16.161615,1.474747475,20.20202,1.454545455,15.151516,1.262626263,11.111112,1.151515152,12.121212,1.202020202,12.727274,102,19,26,27,30
沢村一樹(さわむらいっき)(俳優),34.615387,1.355769231,50,2.638888889,50,2.388888889,47.22222,2.361111111,41.666664,2.111111111,25,1.694444444,19.444445,1.583333333,22.222223,1.611111111,19.166668,104,23,25,27,29
賀来賢人(かくけんと)(俳優),32.5,1.275,53.846157,2.846153846,46.153847,2.346153846,46.153847,2.384615385,38.46154,2.192307692,11.538462,1.5,15.384616,1.538461538,15.384616,1.538461538,13.846153,80,15,20,21,24
稲垣吾郎(いながきごろう)(俳優/アーティスト)(元SMAP),83.33333,2.291666667,28.75,2.275,15.000001,1.55,17.5,1.5125,21.25,1.4875,2.5,1.175,3.7500002,1.1625,3.7500002,1.1125,7.75,96,18,24,27,27
榮倉奈々(えいくらなな)(俳優),38.61386,1.524752475,53.846157,2.692307692,38.46154,2.025641026,33.333336,1.923076923,30.769232,1.897435897,15.384616,1.435897436,7.692308,1.41025641,7.692308,1.41025641,14.102564,101,24,26,22,29
